TimeStamp_UTC; avg_TI[-]; avg_ws_110m[m/s]; avg_ws_60m[m/s]; avg_shearExp[-]; avg_wd_110m[deg]; 
2023.10.20_16:29:32:745; 0.781090; 6.210473; 5.476707; 0.207434; 236.727967; 
2023.10.20_16:29:33:745; 0.778343; 6.228403; 5.495121; 0.206652; 236.724601; 
2023.10.20_16:29:34:745; 0.775604; 6.246464; 5.512822; 0.206124; 236.720273; 
2023.10.20_16:29:35:745; 0.772869; 6.264438; 5.530247; 0.205658; 236.710788; 
2023.10.20_16:29:36:745; 0.770144; 6.282624; 5.548564; 0.204984; 236.698490; 
2023.10.20_16:29:37:745; 0.767423; 6.300699; 5.567127; 0.204214; 236.685578; 
2023.10.20_16:29:38:745; 0.764793; 6.320677; 5.585421; 0.204025; 236.677301; 
2023.10.20_16:29:39:745; 0.762111; 6.339653; 5.603046; 0.203772; 236.672413; 
2023.10.20_16:29:40:745; 0.759483; 6.359574; 5.619767; 0.204032; 236.662245; 
2023.10.20_16:29:41:745; 0.756840; 6.379204; 5.636209; 0.204297; 236.658341; 
2023.10.20_16:29:42:745; 0.754174; 6.398296; 5.652714; 0.204403; 236.646702; 
2023.10.20_16:29:43:745; 0.751510; 6.417318; 5.669534; 0.204399; 236.643214; 
2023.10.20_16:29:44:745; 0.748835; 6.435988; 5.686400; 0.204291; 236.641066; 
2023.10.20_16:29:45:745; 0.746174; 6.454947; 5.701758; 0.204694; 236.643944; 
2023.10.20_16:29:46:745; 0.743570; 6.474902; 5.717234; 0.205314; 236.646498; 
2023.10.20_16:29:47:745; 0.741040; 6.495851; 5.733170; 0.206051; 236.666498; 
2023.10.20_16:29:48:745; 0.738475; 6.516308; 5.749749; 0.206475; 236.683509; 
2023.10.20_16:29:49:745; 0.735822; 6.535108; 5.768732; 0.205790; 236.701237; 
2023.10.20_16:29:50:745; 0.733162; 6.553546; 5.785752; 0.205578; 236.723617; 
2023.10.20_16:29:51:745; 0.730490; 6.571438; 5.801549; 0.205577; 236.745200; 
2023.10.20_16:29:52:745; 0.727841; 6.590036; 5.817320; 0.205761; 236.763010; 
2023.10.20_16:29:53:745; 0.725180; 6.608102; 5.832228; 0.206055; 236.774983; 
2023.10.20_16:29:54:745; 0.722539; 6.626724; 5.847285; 0.206444; 236.792185; 
2023.10.20_16:29:55:745; 0.719930; 6.646075; 5.863430; 0.206706; 236.809711; 
2023.10.20_16:29:56:745; 0.717297; 6.664750; 5.879699; 0.206764; 236.812972; 
2023.10.20_16:29:57:745; 0.714658; 6.683167; 5.896094; 0.206723; 236.823312; 
2023.10.20_16:29:58:745; 0.712004; 6.700619; 5.912819; 0.206352; 236.833542; 
2023.10.20_16:29:59:745; 0.709349; 6.717176; 5.928877; 0.205949; 236.846445; 
2023.10.20_16:30:00:745; 0.706701; 6.734565; 5.943533; 0.206141; 236.854599; 
2023.10.20_16:30:01:745; 0.704062; 6.752371; 5.957730; 0.206561; 236.871373; 
2023.10.20_16:30:02:745; 0.701428; 6.770301; 5.971475; 0.207134; 236.885234; 
2023.10.20_16:30:03:745; 0.698812; 6.788826; 5.985303; 0.207826; 236.895692; 
2023.10.20_16:30:04:745; 0.696181; 6.806602; 5.997560; 0.208766; 236.899029; 
2023.10.20_16:30:05:745; 0.693551; 6.824210; 6.010499; 0.209473; 236.902474; 
2023.10.20_16:30:06:745; 0.690919; 6.841466; 6.025282; 0.209586; 236.903356; 
2023.10.20_16:30:07:745; 0.688291; 6.858796; 6.040996; 0.209463; 236.902995; 
