TimeStamp_UTC; avg_TI[-]; avg_ws_110m[m/s]; avg_ws_60m[m/s]; avg_shearExp[-]; avg_wd_110m[deg]; 
2023.10.20_16:27:31:745; 1.172281; 4.250176; 3.757838; 0.203117; 237.091751; 
2023.10.20_16:27:32:745; 1.168348; 4.268974; 3.773284; 0.203630; 237.116102; 
2023.10.20_16:27:33:745; 1.164377; 4.286144; 3.787851; 0.203896; 237.154187; 
2023.10.20_16:27:34:745; 1.160423; 4.302314; 3.802946; 0.203547; 237.191811; 
2023.10.20_16:27:35:745; 1.156482; 4.318762; 3.817575; 0.203508; 237.207043; 
2023.10.20_16:27:36:745; 1.152556; 4.335509; 3.832059; 0.203645; 237.230016; 
2023.10.20_16:27:37:745; 1.148646; 4.352254; 3.847052; 0.203563; 237.250016; 
2023.10.20_16:27:38:745; 1.144758; 4.368557; 3.862014; 0.203327; 237.253226; 
2023.10.20_16:27:39:745; 1.140899; 4.384218; 3.876737; 0.202953; 237.257400; 
2023.10.20_16:27:40:745; 1.137116; 4.398704; 3.891693; 0.202043; 237.250892; 
2023.10.20_16:27:41:745; 1.133372; 4.412819; 3.906425; 0.201095; 237.253915; 
2023.10.20_16:27:42:745; 1.129611; 4.427385; 3.920977; 0.200398; 237.259537; 
2023.10.20_16:27:43:745; 1.125904; 4.441394; 3.935665; 0.199441; 237.284447; 
2023.10.20_16:27:44:745; 1.122216; 4.455323; 3.951129; 0.198137; 237.313481; 
2023.10.20_16:27:45:745; 1.118490; 4.470050; 3.966698; 0.197094; 237.335234; 
2023.10.20_16:27:46:745; 1.114767; 4.485018; 3.982419; 0.196083; 237.351397; 
2023.10.20_16:27:47:745; 1.111034; 4.500605; 3.997576; 0.195540; 237.371740; 
2023.10.20_16:27:48:745; 1.107313; 4.516306; 4.011788; 0.195431; 237.399205; 
2023.10.20_16:27:49:745; 1.103607; 4.531987; 4.025217; 0.195636; 237.421088; 
2023.10.20_16:27:50:745; 1.099930; 4.547317; 4.038381; 0.195820; 237.415387; 
2023.10.20_16:27:51:745; 1.096307; 4.561781; 4.052021; 0.195496; 237.405579; 
2023.10.20_16:27:52:745; 1.092680; 4.576560; 4.066261; 0.195045; 237.408123; 
2023.10.20_16:27:53:745; 1.089080; 4.591088; 4.080478; 0.194516; 237.406785; 
2023.10.20_16:27:54:745; 1.085526; 4.605121; 4.093889; 0.194137; 237.385903; 
2023.10.20_16:27:55:745; 1.082073; 4.618092; 4.107063; 0.193477; 237.375406; 
2023.10.20_16:27:56:745; 1.078691; 4.630495; 4.120296; 0.192595; 237.356975; 
2023.10.20_16:27:57:745; 1.075299; 4.643093; 4.134066; 0.191573; 237.319955; 
2023.10.20_16:27:58:745; 1.071853; 4.656432; 4.147456; 0.190971; 237.307581; 
2023.10.20_16:27:59:745; 1.068320; 4.671134; 4.161174; 0.190724; 237.298678; 
2023.10.20_16:28:00:745; 1.064780; 4.686361; 4.174916; 0.190654; 237.291401; 
2023.10.20_16:28:01:745; 1.061225; 4.702922; 4.187985; 0.191317; 237.279818; 
2023.10.20_16:28:02:745; 1.057684; 4.719873; 4.200758; 0.192229; 237.265384; 
2023.10.20_16:28:03:745; 1.054156; 4.736189; 4.214563; 0.192510; 237.248087; 
2023.10.20_16:28:04:745; 1.050658; 4.751647; 4.228928; 0.192272; 237.228198; 
2023.10.20_16:28:05:745; 1.047193; 4.766575; 4.243659; 0.191709; 237.204836; 
2023.10.20_16:28:06:745; 1.043790; 4.780574; 4.258397; 0.190828; 237.189794; 
2023.10.20_16:28:07:745; 1.040355; 4.795559; 4.273597; 0.190113; 237.197863; 
