TimeStamp_UTC; avg_TI[-]; avg_ws_110m[m/s]; avg_ws_60m[m/s]; avg_shearExp[-]; avg_wd_110m[deg]; 
2023.10.20_16:35:37:745; 0.120968; 9.795205; 8.390884; 0.255301; 236.574095; 
2023.10.20_16:35:38:745; 0.121244; 9.791180; 8.390099; 0.254777; 236.546302; 
2023.10.20_16:35:39:745; 0.121490; 9.787229; 8.388353; 0.254455; 236.521422; 
2023.10.20_16:35:40:745; 0.121683; 9.784571; 8.384930; 0.254680; 236.500882; 
2023.10.20_16:35:41:745; 0.121873; 9.781657; 8.380460; 0.255068; 236.497207; 
2023.10.20_16:35:42:745; 0.122146; 9.779079; 8.378239; 0.255071; 236.504135; 
2023.10.20_16:35:43:745; 0.122396; 9.776610; 8.376550; 0.254987; 236.506808; 
2023.10.20_16:35:44:745; 0.122591; 9.774630; 8.376286; 0.254705; 236.505812; 
2023.10.20_16:35:45:745; 0.122857; 9.771947; 8.375519; 0.254403; 236.511374; 
2023.10.20_16:35:46:745; 0.123194; 9.769041; 8.375333; 0.253949; 236.519698; 
2023.10.20_16:35:47:745; 0.123427; 9.766699; 8.373397; 0.253935; 236.529510; 
2023.10.20_16:35:48:745; 0.123654; 9.764156; 8.370240; 0.254127; 236.536453; 
2023.10.20_16:35:49:745; 0.123818; 9.762534; 8.367273; 0.254438; 236.548941; 
2023.10.20_16:35:50:745; 0.124032; 9.760790; 8.365655; 0.254462; 236.566132; 
2023.10.20_16:35:51:745; 0.124274; 9.759180; 8.365353; 0.254250; 236.578969; 
2023.10.20_16:35:52:745; 0.124539; 9.757718; 8.364369; 0.254197; 236.598312; 
2023.10.20_16:35:53:745; 0.124885; 9.756050; 8.362077; 0.254367; 236.619871; 
2023.10.20_16:35:54:745; 0.125028; 9.755297; 8.359111; 0.254825; 236.635635; 
2023.10.20_16:35:55:745; 0.125114; 9.753900; 8.357835; 0.254840; 236.641287; 
2023.10.20_16:35:56:745; 0.125259; 9.750986; 8.357657; 0.254382; 236.650914; 
2023.10.20_16:35:57:745; 0.125244; 9.748000; 8.358149; 0.253780; 236.667449; 
2023.10.20_16:35:58:745; 0.125262; 9.746454; 8.358071; 0.253534; 236.688917; 
2023.10.20_16:35:59:745; 0.125346; 9.744970; 8.357796; 0.253337; 236.685066; 
2023.10.20_16:36:00:745; 0.125400; 9.741640; 8.356012; 0.253125; 236.683122; 
2023.10.20_16:36:01:745; 0.125179; 9.736406; 8.354281; 0.252580; 236.687249; 
2023.10.20_16:36:02:745; 0.125070; 9.733494; 8.351550; 0.252626; 236.706454; 
2023.10.20_16:36:03:745; 0.125041; 9.732119; 8.348950; 0.252907; 236.729940; 
2023.10.20_16:36:04:745; 0.125047; 9.730084; 8.347791; 0.252791; 236.756630; 
2023.10.20_16:36:05:745; 0.125100; 9.727836; 8.346332; 0.252698; 236.781008; 
2023.10.20_16:36:06:745; 0.125072; 9.725656; 8.347183; 0.252160; 236.801618; 
2023.10.20_16:36:07:745; 0.124817; 9.722527; 8.348972; 0.251276; 236.809541; 
